"ID","Sexe","Age","Contrat","Temps","Encadre","Ancienne","Secteur","TailleOr","PGC2","PGC3","PGC4","CSE4","CSE5","CSA5","EVPVP3","EVPVP4","EVPVP5","RECO1","RECO3","RECO5","JUST3","JUST4","JUST6","PPD1","PPD2","PPD3","COM3","COM4","COM5","DL3","DL4","DL5","PI1","PI2","PI3","PD1","PD3","PD5","ENG1","ENG2","ENG3","EPUI1","EPUI2","EPUI3","EPUI4","EPUI5"
"415","2","60","1","1","1","34.00","3","1","4","4","3","3","3","3","4","4","4","4","4","4","4","4","4","2","2","3","5","4","4","3","3","3","4","5","4","2","3","3","4","4","4","1","2","2","3","2"
"416","1","39","1","1","1","8.00","2","5","4","4","4","4","3","4","3","3","4","4","4","4","4","4","4","4","4","4","3","3","4","4","4","4","5","4","3","3","4","4","4","4","3","1","1","1","1","1"
"417","1","54","1","2","1","10.00","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"418","2","44","1","1","3","15.00","2","3","5","4","3","4","3","5","1","1","1","3","4","3","5","4","4","3","3","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","1","3","2"
"419","1","37","1","1","1","8.00","1","1","5","5","5","4","5","5","5","5","4","5","4","5","4","4","5","2","3","5","4","4","4","5","4","4","4","5","5","5","5","5","4","4","4","1","1","1","1","1"
"420","2","25","1","1","1","0.25","1","4","5","5","5","3","3","5","2","2","1","4","4","3","4","3","4","2","3","4","5","4","4","4","5","4","3","3","4","2","2","2","3","4","2","1","2","2","1","1"
"421","1","40","1","1","1","6.00","3","3","1","1","1","2","1","1","1","2","3","1","2","2","2","2","1","1","1","2","1","2","2","1","2","2","1","1","1","1","2","2","2","2","2","2","2","2","1","2"
"422","2","43","1","1","1","2.00","1","1","1","1","1","1","1","1","1","4","2","4","4","3","2","3","2","3","2","1","1","1","3","3","1","3","1","1","1","1","1","2","5","5","5","1","1","1","1","1"
"423","2","29","1","1","2","4.00","1","2","4","4","2","2","2","2","2","2","3","4","3","2","4","3","4","2","3","3","3","4","4","3","4","3","3","3","4","3","3","3","2","3","4","2","3","4","3","3"
"424","2","53","1","1","1","5.00","1","3","3","3","3","5","4","4","3","4","3","4","4","4","4","4","5","4","2","1","4","4","4","3","5","5","5","4","4","3","3","1","5","5","5","1","3","1","2","1"
"425","1","57","1","1","1","23.00","1","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2","2"
"426","1","41","1","1","1","19.00","1","2","3","1","1","3","1","3","1","1","1","1","3","1","5","4","5","1","1","3","4","4","3","3","3","3","4","3","3","4","5","5","3","4","3","1","1","1","1","1"
"427","2","57","1","2","1","10.00","2","1","4","4","3","3","3","4","3","2","4","4","3","3","4","4","4","3","4","2","3","4","3","3","3","3","3","4","2","3","4","4","3","3","4","1","2","2","2","1"
"428","2","41","1","1","3","17.00","1","2","4","4","4","4","2","3","2","3","1","4","4","4","1","2","1","1","1","1","4","4","4","1","3","1","3","4","4","3","4","4","5","5","4","3","4","3","4","2"
"429","1","60","1","1","2","40.00","1","5","4","5","3","4","4","5","3","5","4","4","4","4","2","3","3","2","3","4","3","4","4","2","4","4","4","5","4","4","4","4","3","4","4","2","3","3","2","2"
"430","2","43","1","1","1","1.00","1","3","3","4","3","3","3","3","3","3","2","3","3","3","4","3","2","3","3","4","4","4","3","3","3","3","4","4","3","3","3","3","4","4","4","1","1","1","1","1"
"431","1","31","1","2","1","4.00","1","3","3","4","3","3","3","3","3","2","3","4","4","3","3","3","3","3","4","3","3","3","3","3","3","3","3","4","3","3","3","4","3","3","3","3","4","3","4","3"
"432","2","35","1","1","3","5.00","1","1","3","4","4","4","4","3","3","4","4","3","4","4","4","4","4","4","4","4","3","4","4","4","4","4","3","4","4","3","4","4","4","4","4","2","2","2","2","2"
"433","1","36","1","1","1","5.00","1","2","3","5","4","3","2","3","3","4","3","3","2","5","2","3","3","4","3","4","3","2","3","5","2","3","2","2","3","4","5","2","2","1","2","4","3","2","1","4"
"434","1","33","1","1","2","1.00","1","4","4","5","5","3","4","5","5","2","4","5","5","5","4","4","4","5","4","4","5","3","4","3","3","3","5","5","5","5","5","4","5","4","4","3","5","2","3","4"
"435","2","33","1","1","1","14.00","1","1","4","4","2","4","3","4","4","2","4","3","3","3","2","4","3","2","3","3","5","3","3","2","3","3","4","4","4","2","4","4","3","4","2","2","2","2","3","2"
"436","2","28","1","1","3","2.00","1","1","5","5","5","4","3","5","5","5","4","4","4","5","4","4","4","4","5","5","3","3","3","4","4","5","4","3","5","4","5","4","3","4","4","4","4","4","3","4"
"437","1","48","1","1","1","22.00","3","5","5","4","4","4","4","5","5","5","5","4","4","5","4","4","4","4","5","5","5","5","4","5","5","4","5","5","5","4","5","4","5","5","4","1","1","1","1","1"
"438","2","54","1","1","1","30.00","1","3","2","4","3","2","3","2","4","4","2","3","4","3","2","3","2","2","2","1","2","2","3","3","4","2","3","4","3","2","4","4","3","4","4","2","3","3","2","2"
"439","2","43","1","1","1","15.00","2","3","3","2","4","3","2","3","2","1","3","3","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","3","2","3","2","2","3","2","2","2"
"440","2","47","1","1","1","8.00","2","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","5","5","4","3","5","4","5","4","5","4","5","5","4","4","4","1","1","2","2","2"
"441","1","48","1","1","1","23.00","2","5","3","3","4","3","3","3","3","4","3","4","3","3","3","3","3","2","2","3","4","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3"
"442","1","52","1","1","1","15.00","1","3","4","3","4","5","3","5","3","5","2","2","2","2","3","2","3","2","2","3","3","3","2","3","3","3","3","3","3","4","4","5","3","4","4","2","3","2","2","3"
"443","2","52","1","1","1","22.00","3","3","4","3","2","2","1","2","1","1","3","1","3","1","4","1","4","1","1","2","2","3","4","1","2","3","3","2","2","1","4","2","1","1","1","4","5","4","5","3"
"444","2","31","1","1","1","1.00","1","1","3","2","4","3","3","2","3","2","4","2","1","2","3","3","3","3","3","3","2","2","2","4","3","4","3","3","2","3","3","4","3","3","3","5","5","5","5","5"
"445","2","58","1","1","1","11.00","3","2","4","4","1","3","4","3","1","1","1","4","4","3","5","4","5","3","3","3","4","3","4","4","4","4","5","4","5","4","4","5","4","4","2","1","1","1","1","1"
"446","2","49","1","1","1","12.00","2","5","4","3","4","3","4","5","1","5","3","4","3","4","1","3","1","3","3","4","4","5","4","4","4","4","4","4","3","4","4","4","5","4","3","2","4","4","4","3"
"447","2","28","1","1","2","5.00","1","3","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","5","3","4","4","5","4","5","5","3","4","4","3","3","3","4","2","2","2","2","2","2"
"448","1","47","1","1","1","23.00","1","5","3","3","3","3","4","4","4","5","4","3","2","3","3","3","3","2","2","2","3","4","3","3","4","3","5","5","4","4","4","4","4","4","4","2","4","2","3","1"
"449","1","43","1","1","2","21.00","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","5","5","5","5"
"450","2","47","1","1","1","12.00","2","5","4","2","3","3","3","4","1","1","4","4","4","3","5","5","4","5","4","5","2","4","4","2","3","3","3","4","4","3","3","5","3","5","5","4","4","4","4","4"
"451","1","42","1","1","2","15.00","2","1","4","4","4","4","4","4","4","5","5","4","5","4","4","4","4","4","4","3","4","4","4","4","4","4","5","4","4","4","3","4","4","3","3","3","3","3","3","2"
"452","1","32","1","1","1","8.00","1","2","3","3","4","3","4","4","3","4","3","4","3","4","3","3","3","4","4","3","3","4","4","4","4","4","3","4","4","3","3","4","4","4","3","4","4","4","3","3"
"453","2","34","1","1","1","0.42","1","5","5","3","4","3","4","4","3","5","3","3","5","4","4","3","4","3","3","3","4","4","4","3","4","4","4","3","4","4","3","4","3","4","3","1","1","2","2","2"
"454","2","49","1","1","1","20.00","1","5","1","1","1","1","2","1","1","1","1","2","2","1","3","2","2","1","1","1","1","1","1","1","1","1","3","2","1","1","1","1","4","4","4","1","4","3","3","3"
"455","1","43","1","1","1","20.00","2","5","1","1","2","1","2","1","1","2","2","1","1","4","3","3","3","3","2","2","1","2","3","2","2","2","1","1","1","3","2","2","4","3","5","5","5","5","5","5"
"456","2","57","1","1","1","20.00","2","5","4","4","1","4","3","3","2","4","1","3","3","1","5","1","1","1","1","1","4","4","1","3","3","1","1","4","3","1","3","1","4","4","4","5","5","5","5","3"
"457","1","44","1","1","1","3.00","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","3","4","3","3","3"
"458","1","43","1","1","3","23.00","2","3","5","5","5","4","4","5","3","1","3","5","5","4","3","5","5","4","5","3","5","5","5","5","4","5","4","5","3","3","3","3","4","5","4","1","2","1","1","1"
"459","2","43","1","1","1","14.00","1","1","5","3","1","1","1","1","1","1","4","4","1","1","5","3","5","1","3","1","1","1","1","1","1","1","5","1","1","1","1","1","4","4","2","1","4","3","3","1"
"460","2","50","1","1","1","20.00","1","5","3","4","4","4","4","4","2","1","2","3","3","3","5","4","4","2","3","3","4","4","4","4","4","4","4","5","3","4","4","4","4","4","3","2","4","3","4","2"
"461","1","52","1","1","2","25.00","2","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"462","1","49","1","1","2","10.00","1","5","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","3","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","3","3","3","3","3"
"463","1","50","1","1","2","15.00","1","5","4","3","2","5","4","5","4","5","4","2","3","4","2","2","4","2","1","2","4","2","4","5","3","4","5","4","5","4","5","4","4","3","4","1","1","1","1","4"
"464","2","54","1","1","1","5.00","1","1","1","1","2","2","2","1","1","1","2","2","1","2","2","2","2","2","2","2","1","2","2","2","2","2","1","2","2","1","3","2","2","2","2","3","3","4","4","3"
"465","2","48","1","1","1","5.00","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"466","2","46","2","1","1","1.50","2","5","3","2","3","1","2","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","2","1","3","2","1","1","1","4","4","4","4","4"
"467","2","27","1","1","1","1.50","1","3","4","4","4","4","4","4","2","4","4","4","4","4","2","4","3","3","3","3","4","5","3","3","4","4","3","4","5","4","5","4","5","5","5","3","5","3","4","1"
"468","1","35","1","1","1","15.00","1","3","1","5","5","1","1","2","3","2","4","5","3","5","2","1","3","5","2","3","2","1","2","4","4","4","4","3","4","5","5","3","3","4","5","5","1","2","3","4"
"469","1","56","1","1","1","30.00","2","4","4","4","4","4","3","4","5","5","3","2","3","3","4","3","4","3","3","3","3","4","3","2","3","2","4","4","4","3","3","2","4","2","2","1","1","1","1","1"
"470","2","29","1","1","1","8.00","2","1","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","4","4","3","3","3","3","4","3","3","3","3","3","3","3","3","4","3","4","4","4","4","4","4"
"471","2","58","1","1","2","34.00","1","3","4","3","3","3","3","4","3","3","4","3","3","3","4","3","3","3","3","3","4","3","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","5"
"472","1","52","1","1","1","10.00","2","3","3","3","2","3","3","3","3","3","2","3","3","3","5","3","3","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","1","1","1","1"
"473","1","47","1","1","1","7.00","2","4","3","3","3","2","2","2","2","1","3","3","3","2","3","3","3","3","3","3","3","2","3","3","2","3","3","2","2","2","2","2","3","3","2","2","3","3","3","3"
"474","1","54","1","1","1","11.00","1","3","3","3","2","3","3","3","3","1","1","3","3","1","3","2","2","1","3","3","3","2","2","3","3","2","3","3","3","3","3","2","3","3","3","2","5","4","4","5"
"475","2","26","1","1","1","7.00","1","4","4","4","3","3","3","3","4","2","3","3","3","3","4","3","3","2","2","2","4","4","2","3","3","3","3","4","3","3","4","4","3","3","4","3","4","3","3","2"
"476","1","41","1","1","1","2.00","1","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
"477","2","55","2","1","1","0.50","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","1","1","1"
"478","1","51","1","1","1","20.00","1","1","1","1","1","3","1","1","1","1","4","4","4","3","5","3","1","1","1","1","3","3","1","1","1","1","1","3","1","1","1","1","5","5","4","2","4","4","4","2"
"479","2","52","1","1","1","5.00","1","3","3","4","3","4","2","2","2","1","2","4","4","4","5","4","4","3","3","2","4","4","4","4","3","3","4","4","4","3","4","4","4","4","4","1","2","1","1","1"
"480","2","44","1","1","1","22.00","1","3","4","2","4","2","2","3","4","2","4","2","2","2","2","2","4","1","1","1","4","3","2","2","4","3","4","3","4","2","2","3","3","3","2","4","4","4","4","3"
"481","1","53","1","1","1","25.00","2","5","5","4","4","4","2","5","2","4","4","2","2","2","3","3","4","2","3","2","4","4","2","3","4","4","4","4","4","2","4","4","5","5","5","2","3","2","2","2"
"482","2","47","1","1","1","15.00","1","2","4","3","3","3","3","4","4","4","3","3","3","3","4","3","3","4","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","2","2","2","2","2"
"483","2","44","1","1","1","6.00","1","1","3","4","3","4","3","4","4","5","5","4","4","4","3","2","2","1","1","2","3","3","1","3","3","3","5","4","4","4","4","4","4","4","3","1","1","1","1","2"
"484","2","50","1","1","2","22.00","2","5","4","4","4","4","3","2","2","4","3","3","3","3","3","3","4","2","3","2","2","4","2","4","4","4","5","4","4","4","4","4","5","4","4","1","1","1","1","1"
"485","1","43","1","1","1","10.00","1","4","3","2","4","2","1","2","1","1","1","2","3","1","2","3","3","1","1","1","2","4","1","2","1","1","2","3","2","1","2","1","4","4","4","4","4","4","4","2"
"486","1","58","1","2","1","5.00","1","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","3"
"487","1","32","1","1","1","10.00","1","5","3","3","3","2","2","3","3","5","4","3","3","3","3","3","4","3","3","2","3","3","3","5","3","3","2","4","3","4","3","3","3","3","1","3","2","2","2","3"
"488","1","57","1","1","2","5.00","1","2","4","4","4","3","2","4","3","4","4","3","4","3","4","4","4","4","4","3","4","4","4","4","4","4","3","4","4","2","3","4","3","2","4","4","4","4","4","3"
"489","2","55","3","1","1","0.04","1","4","3","3","3","4","3","4","4","1","3","3","3","3","5","3","4","3","3","3","4","3","3","3","3","3","3","4","3","4","4","4","3","3","3","3","4","3","4","2"
"490","1","32","2","1","1","5.00","1","3","4","5","4","4","2","4","2","2","2","4","4","4","2","2","2","2","2","2","4","5","4","2","2","4","4","2","4","4","4","3","4","4","4","4","4","4","5","4"
"491","1","37","1","1","2","7.00","1","2","4","4","3","3","3","4","4","3","4","4","3","4","3","3","3","2","2","4","4","3","4","4","4","3","4","4","3","3","4","3","4","4","4","2","4","3","3","3"
"492","1","40","1","1","1","4.00","1","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"493","2","40","1","1","1","2.00","1","3","3","4","3","4","3","3","3","4","2","4","4","3","4","4","3","4","3","3","4","4","4","4","3","4","4","4","3","1","3","3","4","4","4","1","2","2","2","2"
"494","2","43","2","1","1","0.33","1","2","1","2","1","1","1","3","3","1","4","1","2","1","3","3","1","1","1","1","2","3","1","1","3","1","3","4","1","1","1","2","3","4","3","3","5","5","4","3"
"495","2","55","1","2","1","9.00","2","1","3","4","3","4","3","3","4","4","3","4","4","3","3","3","3","3","3","3","4","3","3","3","3","3","3","4","4","4","3","3","3","3","3","3","3","3","4","4"
"496","1","58","1","1","1","30.00","1","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"497","1","50","1","1","2","5.00","1","2","4","4","4","4","4","4","3","2","4","4","3","4","4","3","4","3","2","4","4","4","4","3","2","3","4","4","3","3","3","3","4","4","4","1","2","2","2","2"
"498","2","49","1","1","1","13.00","3","3","4","4","4","4","4","4","4","3","4","3","3","4","4","4","5","3","4","3","4","4","4","4","4","4","4","4","4","4","4","3","3","4","3","1","1","2","2","1"
"499","1","59","1","1","1","15.00","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","2","3","5"
"500","1","45","1","1","2","14.00","1","4","5","4","4","3","3","3","4","4","3","3","4","4","3","3","3","2","2","2","3","5","4","3","4","3","3","4","3","3","3","3","3","3","3","3","4","4","4","3"
"501","1","28","1","1","1","9.00","1","2","3","3","3","4","3","4","2","2","3","4","4","4","4","4","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","4","3","1","2","3","2","3"
"502","2","42","1","1","1","3.00","1","2","4","2","1","4","3","4","1","1","1","3","1","1","1","3","1","1","1","1","3","2","1","1","1","1","2","3","1","3","1","1","2","3","2","1","4","2","4","4"
"503","2","54","1","1","1","13.00","1","5","2","2","3","3","3","2","1","2","2","3","2","3","2","3","2","2","2","2","3","3","2","3","2","3","3","4","3","3","4","3","4","4","3","3","4","3","3","3"
"504","1","55","1","1","1","25.00","2","5","3","3","4","3","3","4","3","4","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"505","2","40","3","1","1","5.00","1","3","3","4","3","3","3","3","4","4","4","3","4","3","3","3","3","3","4","4","4","4","3","4","4","4","4","4","4","3","3","4","3","3","3","3","3","3","4","4"
"506","1","46","1","1","1","7.00","1","5","4","4","4","4","4","4","3","5","4","4","3","4","4","4","4","4","3","3","4","4","4","4","4","4","3","3","3","2","4","2","2","4","4","1","4","4","2","2"
"507","1","46","1","1","3","6.00","1","4","4","4","4","4","4","3","3","1","4","4","4","4","4","4","5","3","4","3","4","5","3","4","4","4","3","3","3","2","3","5","4","4","4","4","4","1","4","1"
"508","1","42","1","1","1","2.00","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","4","5","4","5","5","5","5"
"509","1","39","1","1","3","6.00","1","4","4","2","4","1","3","4","2","4","5","3","5","4","4","4","3","4","3","3","3","5","5","1","5","4","3","5","3","3","5","4","4","3","2","4","4","1","5","4"
"510","2","39","1","1","1","11.00","2","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","4","4","4","1"
"511","2","25","1","1","1","3.00","1","1","3","3","4","2","2","2","3","2","3","3","4","3","3","3","3","4","4","3","4","3","3","3","4","3","3","3","3","2","2","2","3","3","3","3","3","4","3","4"
"512","1","40","1","1","1","2.00","1","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"513","2","28","1","1","1","8.00","2","5","5","5","4","5","4","5","5","5","5","5","5","4","4","4","4","5","4","4","5","5","4","4","4","4","5","5","5","5","5","5","5","4","5","4","4","3","4","3"
"514","1","42","1","1","2","20.00","1","5","4","2","4","3","1","3","2","4","3","4","3","3","4","2","4","2","4","5","4","1","3","4","3","3","2","1","4","2","4","4","3","5","4","2","4","3","2","3"
"515","1","56","1","1","2","12.00","3","3","4","4","3","3","3","4","2","2","4","4","4","4","3","3","4","2","2","3","4","4","4","3","2","3","2","4","4","3","3","4","2","4","4","2","4","2","4","2"
"516","2","53","1","1","1","25.00","2","5","2","3","3","2","2","4","2","1","1","3","2","3","4","2","2","2","2","2","3","3","3","2","3","3","4","3","3","2","4","3","3","4","4","2","4","2","3","2"
"517","2","27","1","1","1","2.00","3","3","2","3","4","3","4","4","4","1","3","4","4","4","4","4","4","4","4","5","4","5","4","3","4","3","4","5","3","3","3","3","3","3","2","3","4","4","2","3"
"518","2","45","1","1","1","18.00","1","1","3","3","3","4","2","5","3","1","3","4","3","4","4","3","3","3","3","2","3","3","2","2","3","3","4","4","4","3","3","3","4","4","3","3","5","4","3","3"
"519","1","55","1","1","3","30.00","1","4","5","4","4","4","5","5","3","2","4","4","5","4","4","4","5","3","3","3","5","5","4","4","4","4","5","5","4","4","5","4","4","4","4","2","3","3","3","3"
"520","2","54","1","1","2","30.00","2","3","3","2","1","1","1","3","3","2","3","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","3","2","1","3","3","1","2","3","3","5","5","5","5","5"
"521","1","51","1","1","2","29.00","2","1","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","2","2","2","2"
"522","2","50","1","1","1","5.00","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"523","1","50","1","1","1","2.00","1","5","3","4","4","4","4","3","4","4","4","3","3","4","4","4","4","2","3","2","3","4","4","4","4","3","4","4","3","4","4","4","3","3","2","2","2","2","2","2"
"524","1","27","1","1","3","5.00","1","5","3","4","2","3","3","3","3","5","4","3","4","3","2","4","2","3","4","4","4","4","4","4","4","4","3","4","3","4","4","4","3","4","5","3","2","2","2","2"
"525","2","34","1","2","1","10.08","1","1","4","4","4","4","4","4","3","1","3","5","4","4","4","3","4","3","3","3","3","3","3","3","4","3","4","4","4","4","4","4","5","4","4","2","4","3","3","2"
"526","2","39","1","1","1","0.08","1","2","4","5","3","5","5","4","4","2","4","4","5","4","5","4","5","3","3","3","4","5","4","3","3","4","4","3","3","4","5","5","4","4","4","1","1","1","1","1"
"527","2","48","1","1","3","25.00","1","5","4","5","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","5","4","4","4","4","4","4","5","5","4","4","4","4","4","4","2","2","2","1","1"
"528","2","60","1","2","1","38.00","1","5","3","3","3","3","4","4","4","5","3","3","4","2","2","3","3","2","3","3","3","3","3","2","3","2","4","4","3","3","4","4","3","3","3","2","3","3","3","3"
"529","2","25","2","1","1","2.00","1","1","1","4","4","3","4","2","4","1","4","1","3","2","5","3","3","4","3","4","1","3","4","4","3","2","1","3","3","3","3","3","4","5","5","4","5","3","4","2"
"530","1","43","1","1","1","6.00","1","5","4","4","3","3","3","4","4","4","3","4","4","4","3","3","4","3","3","2","4","3","4","4","4","4","4","4","4","4","4","4","4","3","3","2","2","2","2","2"
"531","1","57","1","1","1","20.00","1","3","2","2","2","2","3","2","2","1","2","2","1","2","4","3","3","2","3","3","2","2","3","3","2","2","2","2","2","1","2","3","3","2","2","4","4","4","4","5"
"532","1","51","1","1","2","17.00","1","1","3","3","3","4","3","3","4","2","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","4","2","3","3","3","3"
"533","2","36","1","1","1","4.00","1","5","5","4","5","4","4","4","3","1","3","3","3","4","3","2","2","1","1","3","3","3","3","2","4","3","5","4","5","5","5","5","3","2","2","5","5","5","5","3"
"534","2","28","2","1","1","0.50","1","1","2","2","2","2","1","2","2","1","2","3","2","2","3","3","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","1","1","1","3","4","4","4","4"
"535","1","48","2","1","1","2.00","2","2","2","3","3","3","3","2","1","1","1","3","3","3","3","3","3","3","2","3","4","4","2","3","3","3","3","3","3","2","2","1","3","4","3","4","5","5","4","2"
"536","1","52","1","1","1","25.00","2","3","2","2","2","3","3","4","2","4","3","3","2","2","2","2","4","4","4","4","2","4","3","4","2","4","3","3","3","2","2","3","2","2","3","1","2","1","2","2"
"537","2","45","1","1","1","17.00","2","5","5","2","3","2","2","3","2","3","2","3","3","2","4","2","2","1","1","2","3","1","3","3","3","3","3","2","2","3","2","2","1","1","1","5","5","5","5","5"
"538","1","39","1","1","2","10.00","1","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","1","1","1","1","1"
"539","2","43","2","1","1","20.00","1","2","3","3","2","5","4","4","3","3","5","5","4","5","4","4","4","2","2","2","5","4","4","3","2","3","3","4","4","3","4","4","4","3","4","1","3","1","2","1"
"540","2","40","1","1","1","17.00","1","1","3","3","1","3","1","3","3","1","5","5","3","3","4","4","4","1","3","3","3","1","3","3","3","3","3","3","1","3","1","1","4","4","4","1","3","2","2","3"
"541","2","40","1","1","2","13.00","1","5","4","4","4","4","4","3","3","4","4","2","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","3","4","4","3","3"
"542","2","32","2","2","1","7.00","1","3","3","3","3","3","3","3","3","4","4","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","5","5","5","5","5","5","4"
"543","2","43","1","1","1","10.00","2","2","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5"
"544","1","29","1","1","2","1.00","1","4","2","4","4","5","5","4","5","4","1","5","3","4","4","4","3","3","2","5","4","5","5","1","1","2","2","2","1","4","3","2","3","5","4","5","5","3","4","1"
"545","2","28","1","1","1","3.00","1","1","2","2","1","2","2","2","2","4","2","4","3","3","4","3","4","1","1","4","3","3","2","2","2","2","3","3","1","1","4","2","3","3","2","4","4","5","5","2"
"546","1","34","1","1","1","5.00","3","4","4","3","1","3","2","3","1","4","1","3","2","1","2","3","3","1","2","1","2","3","2","1","3","2","2","3","3","2","3","2","3","2","2","2","4","2","2","2"
"547","1","39","1","1","1","16.00","2","5","4","3","3","2","1","4","2","3","1","2","3","1","4","3","2","1","2","1","4","3","3","3","3","4","3","3","4","3","2","2","3","3","1","1","2","3","1","4"
"548","1","55","1","1","1","12.00","1","3","3","2","3","3","2","3","2","2","3","2","2","1","3","2","2","1","1","2","3","3","2","2","3","2","3","3","2","2","3","3","1","1","1","1","2","1","1","2"
"549","1","20","1","1","1","2.00","2","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
"550","2","40","3","1","1","20.00","1","3","1","1","5","1","5","1","1","1","5","1","1","5","5","5","4","5","5","5","1","5","4","5","4","5","1","1","1","1","4","5","2","2","1","5","4","5","4","5"
"551","2","59","1","2","1","13.00","1","1","5","5","3","4","3","3","3","3","3","4","4","4","4","4","5","3","4","4","4","4","4","4","4","3","4","4","5","4","3","4","4","5","5","2","3","2","3","1"
"552","1","50","1","1","1","29.00","1","3","1","5","5","4","5","1","3","5","4","4","3","5","5","5","5","4","5","5","4","4","5","5","4","4","1","4","4","3","4","4","5","5","3","1","1","1","1","1"
"553","1","32","1","1","1","9.00","2","3","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","1","1","1","1","1"
"554","2","27","1","1","1","6.00","1","2","3","3","3","1","4","1","1","1","1","4","4","4","3","3","3","2","2","2","4","4","2","2","2","3","3","4","3","2","2","2","4","3","2","2","2","4","2","1"
