"ID","Sexe","Age","Contrat","Temps","Encadre","Ancienne","Secteur","TailleOr","PGC2","PGC3","PGC4","CSE4","CSE5","CSA5","EVPVP3","EVPVP4","EVPVP5","RECO1","RECO3","RECO5","JUST3","JUST4","JUST6","PPD1","PPD2","PPD3","COM3","COM4","COM5","DL3","DL4","DL5","PI1","PI2","PI3","PD1","PD3","PD5","ENG1","ENG2","ENG3","EPUI1","EPUI2","EPUI3","EPUI4","EPUI5"
"141","2","53","1","1","1","23.00","1","3","5","5","5","5","5","5","3","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","3","5","5","3","5","4","3","3"
"142","2","23","1","1","3","1.00","1","2","4","5","5","4","4","4","5","4","4","5","4","5","4","5","4","5","5","4","4","4","4","4","4","4","5","4","4","5","5","4","4","4","5","1","4","1","1","1"
"143","2","56","1","2","1","8.00","1","2","1","1","2","3","2","2","1","1","3","3","3","2","4","3","2","3","1","1","4","2","2","2","2","3","3","3","3","1","2","1","1","1","5","3","5","5","5","5"
"144","2","44","1","1","1","1.00","3","1","3","4","3","3","4","4","2","1","2","4","5","4","5","4","4","4","3","3","4","4","4","4","4","4","4","5","5","3","3","4","4","4","4","1","2","2","2","2"
"145","2","33","1","1","2","4.00","1","3","5","4","5","5","4","5","3","3","5","5","4","4","3","4","4","4","4","4","5","4","4","5","4","5","4","5","4","4","3","5","4","4","4","3","4","4","4","3"
"146","2","34","2","1","2","45.00","1","1","2","4","5","2","2","2","4","1","2","1","3","4","3","1","5","5","1","1","1","1","3","2","1","3","1","3","1","5","2","4","3","2","5","4","1","1","4","1"
"147","1","29","1","1","1","0.33","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","4","3"
"148","2","27","1","1","2","3.00","1","5","4","4","4","4","2","4","3","4","3","5","4","4","1","2","3","2","2","2","4","4","4","4","3","3","3","3","2","4","3","3","5","5","5","2","4","2","2","1"
"149","1","50","3","2","1","8.00","1","3","2","3","3","4","3","3","2","2","2","4","3","3","2","3","2","3","3","3","4","4","3","3","3","3","3","3","3","3","3","3","3","4","4","2","2","2","2","2"
"150","2","45","1","1","3","10.00","1","2","2","2","2","4","3","3","1","1","1","4","4","4","4","4","4","1","1","2","4","4","3","3","3","3","4","2","2","3","3","2","3","3","2","1","3","2","2","3"
"151","2","39","1","2","1","3.00","1","3","3","4","3","3","4","3","3","2","3","4","4","4","4","4","4","4","4","3","4","3","4","3","3","3","4","4","3","3","3","3","3","3","3","1","1","1","1","1"
"152","1","22","1","1","1","10.67","1","2","5","4","4","4","3","5","3","5","4","4","5","4","3","3","2","2","4","4","5","2","3","4","4","4","4","4","3","4","4","4","4","3","3","2","4","3","2","2"
"153","2","55","1","1","1","","1","1","3","2","3","3","4","4","3","2","4","2","4","4","3","4","4","4","4","4","4","3","2","3","3","3","4","3","3","2","3","2","3","5","3","2","2","2","2","2"
"154","2","44","1","2","2","18.00","2","5","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","2","1","1","2","2","2","1","1","2","2","1","2","4","4","4","4","4","5"
"155","1","48","3","1","1","5.00","1","5","3","2","4","2","3","3","1","1","1","1","3","2","4","3","3","1","2","2","3","2","2","3","3","3","2","3","2","2","3","3","4","2","2","1","3","2","2","2"
"156","1","51","1","1","1","3.00","1","4","4","3","3","4","2","4","3","2","3","4","3","4","3","3","2","3","4","4","3","2","3","4","3","2","4","2","2","3","3","3","3","3","2","3","3","4","3","4"
"157","2","54","1","1","1","33.00","2","5","3","2","2","1","2","1","1","1","2","2","2","1","3","3","3","2","2","2","2","3","3","2","2","2","3","3","3","2","2","2","3","3","3","4","4","4","4","3"
"158","1","40","1","1","2","5.00","1","5","4","3","4","4","4","4","4","3","4","4","4","4","5","4","5","4","4","5","4","4","5","4","4","4","4","4","4","4","3","3","3","4","3","4","4","5","5","4"
"159","1","50","3","1","1","5.00","1","3","5","3","3","4","3","4","2","1","2","4","3","2","5","3","4","2","2","2","4","4","3","3","3","3","4","4","4","3","3","3","3","4","4","2","4","3","3","2"
"160","1","53","1","1","1","20.00","1","5","4","3","2","4","2","4","3","3","2","3","2","3","4","2","2","2","2","2","3","3","3","2","2","2","3","3","2","1","4","4","4","4","4","4","5","4","4","4"
"161","1","26","1","1","2","4.00","1","3","3","3","3","3","3","3","3","4","3","3","3","3","4","3","3","3","3","3","3","4","4","3","4","3","3","3","4","3","4","4","4","3","4","3","4","4","3","4"
"162","1","32","1","1","2","9.00","1","3","4","4","5","5","4","5","3","3","3","5","4","4","3","3","3","4","3","4","4","3","3","4","4","4","4","3","4","4","4","4","3","4","3","2","2","2","4","3"
"163","1","53","1","1","1","20.00","1","5","5","4","5","3","3","3","3","4","3","4","4","4","4","4","4","2","2","3","4","3","2","4","4","4","4","4","4","3","5","4","3","3","4","4","4","3","4","4"
"164","2","29","1","1","1","9.00","1","4","5","2","4","4","2","3","2","5","1","2","3","1","5","3","4","2","1","1","4","5","2","4","4","4","5","4","4","3","4","4","2","1","2","2","4","4","4","4"
"165","1","36","1","1","1","13.00","1","1","2","2","3","2","2","1","1","1","3","3","4","3","2","3","4","2","2","4","4","4","4","3","3","3","2","3","3","1","1","4","4","4","2","2","4","2","4","2"
"166","1","48","1","1","1","21.00","1","5","2","3","3","4","4","4","3","5","4","3","4","3","3","3","4","2","2","3","3","4","3","3","3","3","4","4","3","3","3","4","3","3","3","1","1","1","1","2"
"167","2","50","1","1","1","8.00","1","5","4","3","3","4","3","4","1","1","1","3","3","3","4","2","4","1","2","2","4","3","4","3","4","4","4","4","4","3","3","4","3","3","3","1","4","3","4","2"
"168","2","45","1","1","2","7.00","1","3","4","4","4","4","4","4","3","4","4","4","4","4","4","3","4","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","3","3","2"
"169","2","33","1","1","3","8.00","3","2","1","3","2","3","2","3","4","3","2","3","3","3","2","3","3","3","3","2","3","2","3","2","2","3","5","3","3","2","2","2","3","3","3","1","1","1","1","1"
"170","1","28","1","1","1","6.00","2","5","4","4","3","3","4","3","1","1","2","2","2","2","1","1","1","1","2","2","4","4","4","3","3","3","2","2","4","2","4","2","3","2","1","1","4","3","3","4"
"171","2","35","1","1","1","15.00","1","5","5","4","3","5","4","4","4","5","4","5","4","4","4","4","4","5","4","4","4","5","5","5","4","4","4","4","4","4","4","4","4","4","4","1","2","2","2","1"
"172","1","56","1","1","2","33.00","2","1","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","3","4","4","4","4"
"173","2","57","2","2","1","0.33","1","2","3","4","3","3","3","3","4","4","4","3","4","3","4","3","5","3","3","3","4","4","4","3","3","3","5","4","3","3","3","4","3","3","3","2","2","2","2","2"
"174","1","56","1","1","1","26.00","1","2","3","5","4","2","1","2","4","3","4","4","5","5","2","3","3","5","3","3","3","2","2","4","2","5","2","1","2","4","5","2","3","1","3","4","2","2","4","4"
"175","2","58","2","1","3","5.00","1","1","3","4","3","4","3","3","4","3","3","5","4","4","5","3","4","3","3","3","5","3","3","3","3","3","4","5","3","5","5","5","4","4","3","3","3","3","3","3"
"176","2","56","1","1","1","11.00","1","5","4","2","2","2","2","2","2","4","2","2","2","2","2","2","4","2","2","2","2","2","4","4","2","4","2","2","2","2","2","4","2","2","2","2","2","3","2","4"
"177","2","27","1","1","1","1.00","1","3","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","1","4","1","3","1"
"178","2","32","1","1","1","2.00","3","3","4","3","3","2","1","2","2","1","2","4","3","1","4","3","4","1","2","3","4","2","4","2","1","2","4","3","1","1","1","1","4","4","2","1","4","3","3","2"
"179","2","44","1","1","3","5.00","1","3","5","5","4","5","4","5","3","4","4","4","5","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","4","4","4","4","5","4","4","4","4","4","3"
"180","1","60","1","1","1","44.00","2","5","4","4","4","4","2","4","3","3","4","2","3","2","2","2","1","1","1","2","3","3","3","2","3","2","4","3","4","4","3","2","3","4","3","3","3","3","3","2"
"181","1","50","1","1","1","23.00","2","5","3","5","5","2","5","3","2","1","1","5","3","1","3","1","2","1","1","1","4","4","2","2","5","4","2","2","2","2","1","1","5","5","5","1","1","1","1","1"
"182","2","58","1","1","1","20.00","1","1","2","2","1","2","3","5","2","1","1","4","3","4","4","4","4","4","4","3","4","4","4","3","2","3","4","4","3","4","3","3","3","4","4","1","1","1","1","1"
"183","1","45","1","1","1","14.00","1","2","4","4","4","4","4","4","4","4","5","4","4","5","4","4","5","4","5","5","4","4","5","5","5","5","4","4","5","4","4","4","4","4","5","1","4","1","1","1"
"184","2","41","1","1","3","12.00","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4"
"185","2","28","1","1","1","4.00","1","2","5","4","4","4","5","5","2","5","4","4","4","4","5","4","4","2","4","4","4","5","4","4","4","4","4","4","4","3","4","3","2","2","2","1","1","4","2","1"
"186","2","57","1","1","3","20.00","1","1","2","3","1","2","1","3","3","1","1","3","2","1","1","2","1","2","2","1","2","1","1","1","1","1","3","2","2","2","1","1","4","4","4","3","4","3","4","3"
"187","2","27","1","1","1","2.00","1","3","2","4","3","4","5","3","1","2","4","4","4","4","3","3","2","3","4","5","4","4","3","3","3","4","3","3","4","3","3","4","4","4","5","3","5","4","4","2"
"188","2","55","1","1","1","35.00","1","1","4","4","4","4","3","4","5","5","5","5","5","5","5","3","5","2","3","3","5","5","5","3","3","3","4","5","4","3","4","4","4","4","5","3","4","3","3","1"
"189","2","53","1","1","1","28.00","1","5","4","4","4","4","4","4","2","2","2","4","4","3","4","4","4","3","3","4","3","3","4","4","4","4","3","4","3","3","3","3","4","4","3","2","2","2","2","2"
"190","1","40","1","2","1","8.00","3","4","3","4","3","3","3","3","4","2","3","3","3","3","4","2","3","1","2","3","4","5","3","2","5","3","3","3","3","3","3","1","3","3","3","3","4","3","3","3"
"191","1","51","1","1","1","27.00","1","5","5","4","4","4","4","4","2","4","3","4","4","3","4","3","4","2","2","3","4","4","4","4","4","4","4","4","4","4","3","4","3","3","3","2","3","2","2","2"
"192","2","51","1","1","1","20.00","2","2","5","5","5","5","3","5","4","5","5","5","5","4","4","4","5","3","4","4","4","4","4","4","5","4","4","5","4","5","5","4","5","5","5","1","1","1","1","1"
"193","2","49","1","2","1","25.00","1","3","3","3","3","2","3","2","4","4","4","2","3","2","3","1","2","2","1","1","2","4","4","4","4","4","2","2","2","3","1","4","1","2","5","5","5","5","5","5"
"194","1","28","1","1","1","6.00","1","3","3","4","4","4","4","3","3","3","3","4","4","2","4","4","3","4","4","4","4","3","2","3","4","4","3","3","4","3","4","3","4","3","4","2","2","4","3","3"
"195","2","61","1","1","1","6.00","1","5","5","4","4","4","3","3","3","3","1","2","1","3","3","4","4","1","1","4","4","3","3","2","2","3","5","5","4","4","4","3","1","2","5","1","5","4","4","4"
"196","2","46","1","1","1","5.00","1","1","4","4","3","4","5","4","4","1","2","4","4","4","4","4","3","2","2","4","4","4","4","4","3","4","4","4","4","3","4","4","4","4","2","1","2","2","2","2"
"197","1","60","1","1","1","7.00","1","5","2","4","3","5","4","4","4","3","3","5","4","4","5","4","2","5","2","2","3","4","4","2","4","2","1","2","2","2","4","2","3","4","2","3","5","2","2","3"
"198","2","35","1","1","1","3.00","1","3","4","3","5","5","4","5","5","5","4","4","5","5","3","4","3","5","4","2","4","4","3","5","3","4","3","5","4","5","5","5","5","4","5","1","2","2","4","4"
"199","1","33","1","1","2","5.00","1","5","4","2","5","3","4","4","4","3","4","3","4","4","4","3","3","3","4","3","4","4","4","4","4","4","4","4","4","2","2","4","4","5","4","2","3","3","4","4"
"200","1","55","2","1","1","5.00","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4"
"201","2","43","1","1","2","25.00","2","5","4","4","4","4","4","4","4","2","4","4","4","4","4","3","4","2","3","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","3","2","2","2","2","2"
"202","1","29","1","1","2","10.00","1","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","1","1","1","1"
"203","1","45","1","1","2","8.00","2","4","4","3","4","3","2","3","4","5","4","3","4","3","4","4","4","2","2","3","3","2","4","4","4","4","3","4","2","4","3","4","3","2","2","2","4","4","4","4"
"204","2","22","1","1","1","5.00","1","1","5","3","4","1","2","1","3","1","4","4","1","4","4","3","3","4","4","1","3","1","2","4","1","3","3","4","2","2","1","4","4","5","5","3","5","3","4","2"
"205","1","42","1","1","1","18.00","1","5","4","4","4","4","4","4","5","5","5","4","4","4","3","3","4","2","3","3","3","3","3","4","4","4","4","4","3","4","4","4","4","4","4","2","2","2","2","2"
"206","1","56","1","1","1","32.00","1","3","4","3","3","3","3","2","2","1","2","3","3","2","5","3","4","2","3","3","4","4","4","4","4","4","4","3","2","2","3","2","3","2","3","3","4","4","4","2"
"207","1","37","2","1","2","44.00","2","2","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","1","1","1","1","1"
"208","1","43","1","1","1","20.00","1","5","5","5","5","5","5","5","3","4","3","5","4","4","3","4","4","2","3","3","5","5","4","2","4","3","5","5","4","4","5","4","3","4","2","1","1","1","1","1"
"209","1","58","1","1","1","32.00","2","5","4","3","2","2","3","4","3","4","4","3","3","2","2","4","2","2","2","2","2","3","2","2","2","2","2","4","3","2","2","2","2","4","2","1","1","1","1","1"
"210","1","33","1","1","2","9.00","1","3","4","4","4","5","5","4","5","4","4","4","4","4","5","4","4","4","4","4","5","4","5","3","4","4","4","4","4","4","4","3","4","4","3","2","2","2","3","2"
"211","1","28","1","1","1","4.00","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4"
"212","2","46","1","1","2","20.00","2","5","5","4","3","4","3","5","4","3","4","3","3","3","3","3","4","2","2","2","4","4","3","3","4","3","4","4","4","4","4","4","2","2","3","5","5","5","5","5"
"213","2","33","1","2","1","8.00","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","3","4","2"
"214","1","33","1","1","2","5.00","1","5","4","4","3","3","3","4","5","4","4","4","4","3","4","4","4","3","4","4","4","4","3","5","5","4","5","4","5","3","3","4","3","3","4","3","4","4","5","5"
"215","1","27","1","1","1","2.00","1","5","4","4","3","4","3","5","2","3","2","3","4","3","3","3","4","1","2","2","3","3","4","3","3","4","3","4","3","1","1","1","1","3","2","2","2","4","3","5"
"216","1","56","1","1","1","35.00","1","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","3","2","3","3","2","3"
"217","1","56","1","1","1","35.00","3","1","3","4","4","2","2","2","4","2","5","3","3","4","2","4","5","3","3","3","3","2","4","3","3","3","5","3","3","2","2","3","4","4","3","1","2","1","2","3"
"218","2","38","2","2","1","6.00","1","3","2","2","3","2","2","2","5","1","5","4","3","3","4","3","4","1","2","1","3","4","3","2","3","4","3","4","2","2","2","2","3","3","2","2","4","2","3","2"
"219","2","28","1","1","2","4.00","1","2","4","3","3","3","3","3","3","3","2","4","4","4","2","3","2","4","3","3","5","3","4","3","2","3","4","4","3","4","3","3","2","3","4","2","4","4","3","2"
"220","2","39","1","1","1","7.00","1","3","4","5","4","3","3","2","3","3","3","1","3","3","2","3","3","2","2","2","2","2","2","2","3","2","4","3","2","3","3","2","3","2","2","4","3","2","3","1"
"221","1","57","1","1","3","16.00","3","2","5","4","4","5","4","5","5","4","4","4","4","4","4","4","4","3","3","3","4","4","4","4","4","3","5","4","3","4","4","4","4","4","3","1","2","2","2","2"
"222","2","32","2","2","1","2.00","1","3","3","2","3","2","3","2","2","5","4","4","3","3","4","3","4","2","2","3","4","4","3","4","3","3","2","4","3","2","2","2","2","3","3","2","3","4","3","4"
"223","2","43","1","1","1","3.00","2","4","4","4","4","4","4","4","2","4","3","2","1","3","4","4","3","4","4","4","4","2","4","4","4","2","3","4","2","4","4","4","1","1","2","4","3","4","4","5"
"224","1","55","1","1","1","16.00","2","5","1","1","2","1","1","1","2","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","3","3","5","4","5","5","5","5"
"225","2","49","2","2","1","2.00","1","5","2","3","2","2","2","3","3","2","4","4","3","2","3","3","3","2","2","2","2","2","2","3","3","2","3","3","2","2","2","2","2","1","2","2","2","2","2","2"
"226","1","60","1","1","1","17.00","3","1","5","3","4","3","4","3","4","4","4","5","4","3","4","4","5","3","4","4","5","4","3","3","4","3","4","4","5","3","3","3","5","5","3","1","3","1","3","1"
"227","2","29","1","1","1","","1","5","4","3","4","3","3","3","3","4","3","3","3","3","3","3","3","2","3","3","4","3","3","3","4","3","4","4","4","3","3","3","3","3","2","3","3","3","3","3"
"228","2","22","2","2","1","0.50","3","2","4","4","2","3","3","5","5","5","4","4","5","3","5","4","5","3","4","4","3","4","5","4","3","4","5","5","2","4","5","4","3","4","2","2","4","4","3","2"
"229","1","37","1","1","2","5.00","1","3","4","4","3","4","4","4","3","4","3","4","4","3","3","4","3","4","3","4","3","4","4","4","3","4","4","4","4","3","4","4","4","5","3","1","1","1","1","1"
"230","1","38","1","1","1","1.00","1","3","5","4","4","4","4","5","5","5","4","4","4","4","5","3","4","4","3","4","5","5","5","3","4","4","5","5","4","5","4","3","4","4","4","2","1","1","2","2"
"231","1","44","1","1","2","22.00","1","2","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","3","4","3","4","3"
